Mês,Real,Previsto,Erro,Erro %
2024-09,"661.201.898,20","672.300.838,16","-11.098.939,96","-1,68"
2024-10,"656.797.931,90","675.117.985,82","-18.320.053,92","-2,79"
2024-11,"693.232.209,40","661.335.617,33","31.896.592,07","4,60"
2024-12,"754.433.392,20","670.159.250,84","84.274.141,36","11,17"
2025-01,"670.599.996,60","694.488.920,13","-23.888.923,53","-3,56"
2025-02,"619.884.641,00","657.373.648,03","-37.489.007,03","-6,05"
2025-03,"591.049.874,70","634.337.107,78","-43.287.233,08","-7,32"
2025-04,"660.874.189,80","666.153.776,09","-5.279.586,29","-0,80"
2025-05,"662.677.926,70","651.316.815,10","11.361.111,60","1,71"
2025-06,"734.897.772,90","686.767.296,82","48.130.476,08","6,55"
2025-07,"725.046.345,30","689.591.313,62","35.455.031,68","4,89"
2025-08,"773.297.361,30","688.810.592,50","84.486.768,80","10,93"
