Mês,Valores_Previstos
2025-09,"3.563.460.819,84"
2025-10,"3.657.785.084,06"
2025-11,"3.816.697.377,51"
2025-12,"4.183.433.786,55"
2026-01,"3.908.788.890,08"
2026-02,"4.212.573.134,30"
2026-03,"3.911.550.329,39"
2026-04,"3.932.884.909,30"
2026-05,"4.165.600.840,79"
2026-06,"4.157.664.516,85"
2026-07,"3.968.808.778,21"
2026-08,"4.112.757.278,62"
