Mês,Real,Previsto,Erro,Erro %
2024-09,"81.230.421,39","85.858.021,22","-4.627.599,83","-5,70"
2024-10,"102.520.938,90","90.956.852,06","11.564.086,84","11,28"
2024-11,"83.543.661,13","88.417.988,03","-4.874.326,90","-5,83"
2024-12,"131.274.267,20","95.145.211,22","36.129.055,98","27,52"
2025-01,"66.146.332,62","78.739.039,13","-12.592.706,51","-19,04"
2025-02,"65.985.729,51","87.584.712,41","-21.598.982,90","-32,73"
2025-03,"74.479.224,47","91.629.254,53","-17.150.030,06","-23,03"
2025-04,"103.759.360,50","97.767.823,55","5.991.536,95","5,77"
2025-05,"77.022.814,59","90.386.234,41","-13.363.419,82","-17,35"
2025-06,"69.191.487,47","88.433.875,38","-19.242.387,91","-27,81"
2025-07,"74.917.673,71","92.498.465,63","-17.580.791,92","-23,47"
2025-08,"85.269.056,74","98.884.647,06","-13.615.590,32","-15,97"
