Mês,Real,Previsto,Erro,Erro %
2024-09,"772.084.925,80","696.650.435,05","75.434.490,75","9,77"
2024-10,"794.619.291,20","741.623.470,32","52.995.820,88","6,67"
2024-11,"728.320.189,70","663.032.830,61","65.287.359,09","8,96"
2024-12,"746.435.629,30","692.356.945,76","54.078.683,54","7,24"
2025-01,"764.864.188,20","714.542.111,87","50.322.076,33","6,58"
2025-02,"758.665.091,80","668.671.369,26","89.993.722,54","11,86"
2025-03,"645.600.030,50","669.505.192,20","-23.905.161,70","-3,70"
2025-04,"792.800.870,60","680.331.200,81","112.469.669,79","14,19"
2025-05,"752.472.594,40","674.008.523,47","78.464.070,93","10,43"
2025-06,"732.904.520,40","688.415.029,84","44.489.490,56","6,07"
2025-07,"816.244.958,70","687.607.604,36","128.637.354,34","15,76"
2025-08,"854.045.222,60","694.184.120,22","159.861.102,38","18,72"
