Mês,Valores_Previstos
2025-09,"76.332.213,48"
2025-10,"74.846.416,73"
2025-11,"60.324.483,13"
2025-12,"71.415.208,65"
2026-01,"189.417.315,18"
2026-02,"622.242.347,18"
2026-03,"180.886.134,48"
2026-04,"179.679.358,78"
2026-05,"174.676.139,58"
2026-06,"169.929.087,48"
2026-07,"174.873.809,58"
2026-08,"89.761.952,77"
