Mês,Real,Previsto,Erro,Erro %
2024-09,"2.861.228.041,00","2.976.156.402,50","-114.928.361,50","-4,02"
2024-10,"2.935.157.692,00","2.810.176.726,46","124.980.965,54","4,26"
2024-11,"2.852.437.892,00","3.130.565.370,95","-278.127.478,95","-9,75"
2024-12,"3.787.715.907,00","3.378.444.549,01","409.271.357,99","10,81"
2025-01,"2.922.904.385,00","3.015.573.148,72","-92.668.763,72","-3,17"
2025-02,"3.258.026.124,00","3.178.762.944,22","79.263.179,78","2,43"
2025-03,"2.830.238.279,00","2.995.066.697,52","-164.828.418,52","-5,82"
2025-04,"2.870.140.672,00","3.115.237.564,83","-245.096.892,83","-8,54"
2025-05,"3.833.766.548,00","3.444.586.962,91","389.179.585,09","10,15"
2025-06,"3.194.063.117,00","3.108.802.830,23","85.260.286,77","2,67"
2025-07,"3.330.865.936,00","3.313.294.899,98","17.571.036,02","0,53"
2025-08,"3.114.070.762,00","3.260.914.758,48","-146.843.996,48","-4,72"
