Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),669808652.1138762,"669.808.652,11"
MAE (Mean Absolute Error),555709715.9800267,"555.709.715,98"
MAPE (Mean Absolute % Error),10.471186651653857,"10,47"
