Mês,Real,Previsto,Erro,Erro %
2024-09,"62.161.029,01","45.235.245,32","16.925.783,69","27,23"
2024-10,"62.291.226,25","62.430.433,10","-139.206,85","-0,22"
2024-11,"68.979.282,04","56.606.009,85","12.373.272,19","17,94"
2024-12,"127.463.558,00","116.248.039,40","11.215.518,60","8,80"
2025-01,"45.695.309,64","41.995.519,36","3.699.790,28","8,10"
2025-02,"53.781.143,94","61.503.837,48","-7.722.693,54","-14,36"
2025-03,"58.668.170,81","62.147.285,87","-3.479.115,06","-5,93"
2025-04,"59.560.220,89","59.221.137,89","339.083,00","0,57"
2025-05,"62.636.069,61","62.594.485,07","41.584,54","0,07"
2025-06,"62.973.111,91","62.485.246,03","487.865,88","0,77"
2025-07,"72.539.087,73","60.214.119,55","12.324.968,18","16,99"
2025-08,"58.783.256,03","69.147.270,49","-10.364.014,46","-17,63"
