Mês,Real,Previsto,Erro,Erro %
2024-09,"40.139.565,75","40.107.973,39","31.592,36","0,08"
2024-10,"188.514.254,20","154.487.199,74","34.027.054,46","18,05"
2024-11,"33.287.391,97","28.501.357,94","4.786.034,03","14,38"
2024-12,"31.702.449,29","29.315.659,74","2.386.789,55","7,53"
2025-01,"76.456.119,74","93.192.368,31","-16.736.248,57","-21,89"
2025-02,"48.872.258,48","27.140.234,35","21.732.024,13","44,47"
2025-03,"24.808.327,54","16.756.716,01","8.051.611,53","32,46"
2025-04,"24.438.227,55","17.366.156,67","7.072.070,88","28,94"
2025-05,"24.550.936,80","17.205.129,27","7.345.807,53","29,92"
2025-06,"23.999.952,08","13.954.279,82","10.045.672,26","41,86"
2025-07,"28.432.672,35","15.349.648,18","13.083.024,17","46,01"
2025-08,"28.541.832,50","16.456.091,02","12.085.741,48","42,34"
