Mês,Valores_Previstos
2025-09,"240.369.656,96"
2025-10,"257.730.498,32"
2025-11,"297.512.055,51"
2025-12,"312.578.811,38"
2026-01,"304.046.421,67"
2026-02,"386.764.870,80"
2026-03,"252.924.834,98"
2026-04,"381.078.938,29"
2026-05,"320.309.825,07"
2026-06,"335.877.333,55"
2026-07,"262.022.366,18"
2026-08,"301.457.575,15"
