Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),58872689.206838846,"58.872.689,21"
MAE (Mean Absolute Error),48412978.72477361,"48.412.978,72"
MAPE (Mean Absolute % Error),6.376889728153574,"6,38"
