Mês,Real,Previsto,Erro,Erro %
2024-09,"2.625.403.435,00","2.718.068.925,83","-92.665.490,83","-3,53"
2024-10,"2.698.106.242,00","2.692.261.590,71","5.844.651,29","0,22"
2024-11,"2.792.218.120,00","2.742.745.926,11","49.472.193,89","1,77"
2024-12,"3.342.136.579,00","3.185.422.202,16","156.714.376,84","4,69"
2025-01,"2.510.451.954,00","2.662.241.250,84","-151.789.296,84","-6,05"
2025-02,"2.913.716.483,00","2.799.304.298,40","114.412.184,60","3,93"
2025-03,"3.316.513.253,00","2.810.350.129,41","506.163.123,59","15,26"
2025-04,"3.511.868.494,00","2.850.187.047,41","661.681.446,59","18,84"
2025-05,"3.098.713.748,00","2.854.289.072,73","244.424.675,27","7,89"
2025-06,"3.038.422.532,00","2.799.582.178,57","238.840.353,43","7,86"
2025-07,"3.459.917.167,00","2.761.309.797,53","698.607.369,47","20,19"
2025-08,"2.633.096.302,00","2.783.594.580,35","-150.498.278,35","-5,72"
