Mês,Real,Previsto,Erro,Erro %
2024-09,"60.584.944,33","6.872.310,26","53.712.634,07","88,66"
2024-10,"57.632.398,74","5.748.041,84","51.884.356,90","90,03"
2024-11,"36.335.470,02","6.621.651,40","29.713.818,62","81,78"
2024-12,"42.376.437,42","5.942.815,59","36.433.621,83","85,98"
2025-01,"80.512.989,73","6.470.303,02","74.042.686,71","91,96"
2025-02,"75.029.196,03","6.060.420,42","68.968.775,61","91,92"
2025-03,"76.964.031,02","6.378.918,52","70.585.112,50","91,71"
2025-04,"76.799.032,67","6.131.430,48","70.667.602,19","92,02"
2025-05,"74.346.694,75","6.323.740,36","68.022.954,39","91,49"
2025-06,"72.164.509,40","6.174.306,51","65.990.202,89","91,44"
2025-07,"72.939.657,76","6.290.423,65","66.649.234,11","91,38"
2025-08,"53.057.555,24","6.200.195,16","46.857.360,08","88,31"
