Mês,Real,Previsto,Erro,Erro %
2024-09,"40.139.565,75","44.452.687,35","-4.313.121,60","-10,75"
2024-10,"188.514.254,20","179.289.665,41","9.224.588,79","4,89"
2024-11,"33.287.391,97","34.015.247,79","-727.855,82","-2,19"
2024-12,"31.702.449,29","32.744.455,95","-1.042.006,66","-3,29"
2025-01,"76.456.119,74","77.097.184,76","-641.065,02","-0,84"
2025-02,"48.872.258,48","41.427.613,39","7.444.645,09","15,23"
2025-03,"24.808.327,54","25.617.523,75","-809.196,21","-3,26"
2025-04,"24.438.227,55","27.898.135,82","-3.459.908,27","-14,16"
2025-05,"24.550.936,80","32.729.591,31","-8.178.654,51","-33,31"
2025-06,"23.999.952,08","27.212.813,73","-3.212.861,65","-13,39"
2025-07,"28.432.672,35","30.923.610,52","-2.490.938,17","-8,76"
2025-08,"28.541.832,50","35.730.823,67","-7.188.991,17","-25,19"
