Mês,Real,Previsto,Erro,Erro %
2024-09,"2.643.489.089,00","2.959.453.194,34","-315.964.105,34","-11,95"
2024-10,"2.803.033.156,00","3.025.661.215,13","-222.628.059,13","-7,94"
2024-11,"3.069.234.231,00","3.281.538.814,76","-212.304.583,76","-6,92"
2024-12,"3.703.648.076,00","3.535.112.947,94","168.535.128,06","4,55"
2025-01,"3.378.007.196,00","3.276.222.508,70","101.784.687,30","3,01"
2025-02,"3.276.304.886,00","3.351.683.293,66","-75.378.407,66","-2,30"
2025-03,"2.944.624.939,00","3.140.353.944,10","-195.729.005,10","-6,65"
2025-04,"3.007.459.384,00","3.274.827.603,26","-267.368.219,26","-8,89"
2025-05,"3.302.263.775,00","3.321.795.217,40","-19.531.442,40","-0,59"
2025-06,"3.372.827.325,00","3.385.924.721,48","-13.097.396,48","-0,39"
2025-07,"2.986.594.499,00","3.104.412.146,11","-117.817.647,11","-3,94"
2025-08,"3.636.596.308,00","3.373.428.076,13","263.168.231,87","7,24"
