Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),269173001.3726228,"269.173.001,37"
MAE (Mean Absolute Error),248206462.1781908,"248.206.462,18"
MAPE (Mean Absolute % Error),27.322095039850723,"27,32"
