Mês,Real,Previsto,Erro,Erro %
2024-09,"183.451.329,00","99.738.212,49","83.713.116,51","45,63"
2024-10,"121.898.328,20","113.711.740,33","8.186.587,87","6,72"
2024-11,"88.989.402,93","113.032.553,39","-24.043.150,46","-27,02"
2024-12,"242.299.238,00","219.765.575,53","22.533.662,47","9,30"
2025-01,"63.483.231,68","69.819.251,90","-6.336.020,22","-9,98"
2025-02,"104.745.450,20","106.943.981,07","-2.198.530,87","-2,10"
2025-03,"109.479.297,40","121.217.388,91","-11.738.091,51","-10,72"
2025-04,"160.757.466,70","107.654.102,81","53.103.363,89","33,03"
2025-05,"125.070.416,50","130.770.936,88","-5.700.520,38","-4,56"
2025-06,"131.196.799,90","102.072.965,36","29.123.834,54","22,20"
2025-07,"156.645.138,00","106.823.944,50","49.821.193,50","31,81"
2025-08,"92.725.549,11","114.910.063,52","-22.184.514,41","-23,92"
