Mês,Real,Previsto,Erro,Erro %
2024-09,"527.212.842,50","579.960.510,59","-52.747.668,09","-10,01"
2024-10,"604.765.560,10","655.848.994,48","-51.083.434,38","-8,45"
2024-11,"644.501.075,70","660.938.658,75","-16.437.583,05","-2,55"
2024-12,"1.049.566.698,00","989.609.536,25","59.957.161,75","5,71"
2025-01,"723.219.497,00","525.171.490,66","198.048.006,34","27,38"
2025-02,"543.718.103,30","589.795.983,62","-46.077.880,32","-8,47"
2025-03,"636.754.300,80","678.004.205,30","-41.249.904,50","-6,48"
2025-04,"493.823.508,20","671.759.964,83","-177.936.456,63","-36,03"
2025-05,"647.324.821,10","667.030.911,46","-19.706.090,36","-3,04"
2025-06,"625.960.603,20","646.728.616,97","-20.768.013,77","-3,32"
2025-07,"705.702.861,30","688.950.438,69","16.752.422,61","2,37"
2025-08,"587.408.323,90","647.615.235,76","-60.206.911,86","-10,25"
