Mês,Valores_Previstos
2025-09,"35.046.024,92"
2025-10,"23.665.914,74"
2025-11,"19.102.359,98"
2025-12,"40.462.314,23"
2026-01,"505.179.434,49"
2026-02,"290.263.028,77"
2026-03,"250.577.552,54"
2026-04,"239.373.093,77"
2026-05,"231.555.741,65"
2026-06,"207.112.707,55"
2026-07,"117.126.114,09"
2026-08,"56.863.219,97"
