Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),847662318.043822,"847.662.318,04"
MAE (Mean Absolute Error),660869098.3186244,"660.869.098,32"
MAPE (Mean Absolute % Error),10.657900170881552,"10,66"
