Mês,Real,Previsto,Erro,Erro %
2024-09,"419.665.500,40","420.586.140,02","-920.639,62","-0,22"
2024-10,"426.867.660,40","426.043.700,09","823.960,31","0,19"
2024-11,"430.776.315,50","426.737.400,30","4.038.915,20","0,94"
2024-12,"520.984.547,90","427.906.384,62","93.078.163,28","17,87"
2025-01,"404.097.000,60","422.794.818,68","-18.697.818,08","-4,63"
2025-02,"435.399.325,40","424.429.572,70","10.969.752,70","2,52"
2025-03,"435.022.199,30","427.673.660,59","7.348.538,71","1,69"
2025-04,"423.405.496,20","426.519.087,94","-3.113.591,74","-0,74"
2025-05,"429.360.025,00","426.849.352,70","2.510.672,30","0,58"
2025-06,"403.973.536,00","427.109.011,71","-23.135.475,71","-5,73"
2025-07,"459.246.602,00","427.443.416,32","31.803.185,68","6,93"
2025-08,"436.524.477,00","427.754.413,65","8.770.063,35","2,01"
