Mês,Valores_Previstos
2025-09,"911.010.453,56"
2025-10,"912.669.262,88"
2025-11,"1.077.928.249,26"
2025-12,"1.355.500.770,34"
2026-01,"975.526.363,31"
2026-02,"1.144.728.753,19"
2026-03,"980.538.292,40"
2026-04,"979.562.938,09"
2026-05,"1.059.845.628,11"
2026-06,"1.114.042.219,27"
2026-07,"961.738.725,77"
2026-08,"1.007.822.907,54"
