Mês,Real,Previsto,Erro,Erro %
2024-09,"95.967.957,86","103.649.262,82","-7.681.304,96","-8,00"
2024-10,"85.418.598,66","101.846.433,07","-16.427.834,41","-19,23"
2024-11,"63.907.579,96","75.618.189,80","-11.710.609,84","-18,32"
2024-12,"63.573.885,80","56.128.098,23","7.445.787,57","11,71"
2025-01,"93.513.289,45","96.967.329,14","-3.454.039,69","-3,69"
2025-02,"123.318.320,30","100.665.060,93","22.653.259,37","18,37"
2025-03,"351.551.568,60","140.299.962,66","211.251.605,94","60,09"
2025-04,"304.421.500,40","198.449.898,75","105.971.601,65","34,81"
2025-05,"329.147.065,20","496.152.386,97","-167.005.321,77","-50,74"
2025-06,"188.257.043,80","176.084.181,68","12.172.862,12","6,47"
2025-07,"162.751.766,30","166.445.999,08","-3.694.232,78","-2,27"
2025-08,"125.601.132,90","124.966.382,98","634.749,92","0,51"
