Mês,Valores_Previstos
2025-09,"3.235.559,85"
2025-10,"3.240.466,94"
2025-11,"3.236.192,55"
2025-12,"3.239.915,81"
2026-01,"3.236.672,62"
2026-02,"3.239.497,65"
2026-03,"3.237.036,86"
2026-04,"3.239.180,36"
2026-05,"3.237.313,24"
2026-06,"3.238.939,62"
2026-07,"3.237.522,94"
2026-08,"3.238.756,96"
