Mês,Real,Previsto,Erro,Erro %
2024-09,"5.109.587.338,00","4.885.854.999,28","223.732.338,72","4,38"
2024-10,"5.981.193.693,00","5.035.424.264,44","945.769.428,56","15,81"
2024-11,"5.185.446.852,00","5.034.230.280,14","151.216.571,86","2,92"
2024-12,"5.580.805.303,00","5.162.188.807,64","418.616.495,36","7,50"
2025-01,"4.856.454.162,00","4.865.487.550,06","-9.033.388,06","-0,19"
2025-02,"5.041.500.943,00","4.829.965.013,69","211.535.929,31","4,20"
2025-03,"4.880.652.021,00","4.830.252.954,14","50.399.066,86","1,03"
2025-04,"4.932.765.766,00","4.943.177.334,61","-10.411.568,61","-0,21"
2025-05,"5.528.793.100,00","5.022.652.068,69","506.141.031,31","9,15"
2025-06,"5.098.822.022,00","5.030.647.780,62","68.174.241,38","1,34"
2025-07,"4.924.565.801,00","5.138.709.415,30","-214.143.614,30","-4,35"
2025-08,"5.164.353.375,00","5.097.614.099,19","66.739.275,81","1,29"
