Mês,Real,Previsto,Erro,Erro %
2024-09,"1.031.787.917,00","1.011.581.342,48","20.206.574,52","1,96"
2024-10,"983.382.395,20","1.019.988.875,77","-36.606.480,57","-3,72"
2024-11,"1.023.848.669,00","1.032.728.070,55","-8.879.401,55","-0,87"
2024-12,"1.050.709.275,00","1.055.500.218,09","-4.790.943,09","-0,46"
2025-01,"1.097.035.817,00","1.063.109.967,66","33.925.849,34","3,09"
2025-02,"916.049.095,90","984.841.523,47","-68.792.427,57","-7,51"
2025-03,"973.749.062,00","965.267.499,14","8.481.562,86","0,87"
2025-04,"1.023.778.187,00","1.009.585.202,49","14.192.984,51","1,39"
2025-05,"985.033.294,90","994.691.264,08","-9.657.969,18","-0,98"
2025-06,"1.033.722.913,00","1.025.421.090,78","8.301.822,22","0,80"
2025-07,"1.074.398.081,00","1.027.170.850,22","47.227.230,78","4,40"
2025-08,"1.054.376.987,00","1.010.046.777,55","44.330.209,45","4,20"
