Mês,Real,Previsto,Erro,Erro %
2024-09,"20.090.157.180,00","20.204.667.630,15","-114.510.450,15","-0,57"
2024-10,"21.755.567.220,00","20.442.556.394,54","1.313.010.825,46","6,04"
2024-11,"20.482.736.410,00","20.940.586.337,76","-457.849.927,76","-2,24"
2024-12,"23.740.058.890,00","22.980.805.408,83","759.253.481,17","3,20"
2025-01,"25.368.768.340,00","22.983.901.474,38","2.384.866.865,62","9,40"
2025-02,"22.042.260.710,00","20.876.793.240,42","1.165.467.469,58","5,29"
2025-03,"20.398.903.760,00","20.782.980.008,56","-384.076.248,56","-1,88"
2025-04,"21.608.509.840,00","20.963.635.528,96","644.874.311,04","2,98"
2025-05,"21.252.673.870,00","21.342.906.240,87","-90.232.370,87","-0,42"
2025-06,"19.921.212.730,00","20.976.563.663,97","-1.055.350.933,97","-5,30"
2025-07,"22.188.279.930,00","21.094.082.524,98","1.094.197.405,02","4,93"
2025-08,"20.697.841.800,00","21.337.734.900,73","-639.893.100,73","-3,09"
