Mês,Real,Previsto,Erro,Erro %
2024-09,"1.193.653.403,00","1.335.516.058,47","-141.862.655,47","-11,88"
2024-10,"1.265.296.493,00","1.357.139.793,81","-91.843.300,81","-7,26"
2024-11,"1.439.140.438,00","1.470.117.270,63","-30.976.832,63","-2,15"
2024-12,"1.703.523.894,00","1.686.282.124,99","17.241.769,01","1,01"
2025-01,"1.535.628.006,00","1.472.119.007,33","63.508.998,67","4,14"
2025-02,"1.957.625.378,00","1.587.837.595,55","369.787.782,45","18,89"
2025-03,"1.382.580.880,00","1.416.943.944,55","-34.363.064,55","-2,49"
2025-04,"1.436.144.173,00","1.479.434.973,90","-43.290.800,90","-3,01"
2025-05,"1.538.185.690,00","1.542.976.639,07","-4.790.949,07","-0,31"
2025-06,"1.644.304.181,00","1.522.466.916,27","121.837.264,73","7,41"
2025-07,"1.325.167.167,00","1.455.255.977,70","-130.088.810,70","-9,82"
2025-08,"1.421.830.053,00","1.509.147.596,64","-87.317.543,64","-6,14"
