Mês,Real,Previsto,Erro,Erro %
2024-09,"4.562.204.436,00","4.465.286.959,20","96.917.476,80","2,12"
2024-10,"4.137.226.872,00","4.363.806.495,37","-226.579.623,37","-5,48"
2024-11,"4.630.873.790,00","4.504.637.763,20","126.236.026,80","2,73"
2024-12,"4.614.436.230,00","4.612.334.141,23","2.102.088,77","0,05"
2025-01,"4.501.573.380,00","4.622.812.505,55","-121.239.125,55","-2,69"
2025-02,"4.115.928.982,00","4.255.829.395,94","-139.900.413,94","-3,40"
2025-03,"4.196.012.410,00","4.322.946.746,69","-126.934.336,69","-3,03"
2025-04,"5.490.997.688,00","4.587.043.750,10","903.953.937,90","16,46"
2025-05,"4.285.053.469,00","4.294.604.415,65","-9.550.946,65","-0,22"
2025-06,"4.313.569.606,00","4.329.095.559,29","-15.525.953,29","-0,36"
2025-07,"4.059.317.582,00","4.633.635.231,40","-574.317.649,40","-14,15"
2025-08,"4.427.903.734,00","4.379.496.462,23","48.407.271,77","1,09"
