Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),43946105.38904081,"43.946.105,39"
MAE (Mean Absolute Error),35403604.46977449,"35.403.604,47"
MAPE (Mean Absolute % Error),18.305491379469643,"18,31"
