Mês,Real,Previsto,Erro,Erro %
2024-09,"1.795.425.199,00","1.821.533.506,60","-26.108.307,60","-1,45"
2024-10,"1.674.550.753,00","1.846.432.610,48","-171.881.857,48","-10,26"
2024-11,"1.803.404.089,00","1.876.938.075,45","-73.533.986,45","-4,08"
2024-12,"1.818.436.290,00","1.871.291.080,45","-52.854.790,45","-2,91"
2025-01,"1.795.965.852,00","1.954.536.335,04","-158.570.483,04","-8,83"
2025-02,"1.736.385.416,00","1.846.180.318,34","-109.794.902,34","-6,32"
2025-03,"1.691.814.475,00","1.836.626.394,59","-144.811.919,59","-8,56"
2025-04,"1.816.296.788,00","1.941.601.675,86","-125.304.887,86","-6,90"
2025-05,"1.863.062.656,00","1.881.242.591,43","-18.179.935,43","-0,98"
2025-06,"1.968.261.776,00","1.950.476.975,47","17.784.800,53","0,90"
2025-07,"1.993.441.699,00","1.950.265.134,26","43.176.564,74","2,17"
2025-08,"1.893.042.738,00","1.990.397.295,49","-97.354.557,49","-5,14"
