Mês,Real,Previsto,Erro,Erro %
2024-09,"8.452.488.349,00","8.351.445.896,19","101.042.452,81","1,20"
2024-10,"8.415.037.057,00","8.086.719.094,22","328.317.962,78","3,90"
2024-11,"8.850.436.934,00","8.407.566.573,25","442.870.360,75","5,00"
2024-12,"10.083.765.300,00","9.424.063.929,78","659.701.370,22","6,54"
2025-01,"9.155.197.387,00","8.985.160.701,63","170.036.685,37","1,86"
2025-02,"9.903.672.018,00","8.428.466.253,54","1.475.205.764,46","14,90"
2025-03,"8.987.550.761,00","8.663.489.504,14","324.061.256,86","3,61"
2025-04,"9.041.797.438,00","8.649.247.719,04","392.549.718,96","4,34"
2025-05,"9.099.694.183,00","8.752.118.806,61","347.575.376,39","3,82"
2025-06,"9.595.247.436,00","8.653.153.874,42","942.093.561,58","9,82"
2025-07,"8.890.175.484,00","8.644.907.562,18","245.267.921,82","2,76"
2025-08,"8.842.945.368,00","8.803.652.075,78","39.293.292,22","0,44"
