Mês,Valores_Previstos
2025-09,"674.041.976,56"
2025-10,"668.264.455,78"
2025-11,"705.787.752,88"
2025-12,"747.707.063,44"
2026-01,"699.196.820,90"
2026-02,"685.640.744,64"
2026-03,"704.537.160,28"
2026-04,"703.314.653,97"
2026-05,"736.413.998,05"
2026-06,"734.577.483,48"
2026-07,"759.193.754,26"
2026-08,"736.616.567,23"
