Mês,Real,Previsto,Erro,Erro %
2024-09,"630.910.385,40","653.933.751,94","-23.023.366,54","-3,65"
2024-10,"605.951.414,40","658.164.843,49","-52.213.429,09","-8,62"
2024-11,"829.095.387,60","782.511.872,21","46.583.515,39","5,62"
2024-12,"1.143.071.649,00","916.778.091,13","226.293.557,87","19,80"
2025-01,"396.177.188,50","564.999.730,97","-168.822.542,47","-42,61"
2025-02,"770.204.390,10","627.194.280,46","143.010.109,64","18,57"
2025-03,"601.086.390,00","632.400.982,56","-31.314.592,56","-5,21"
2025-04,"645.732.657,80","641.951.656,80","3.781.001,00","0,59"
2025-05,"626.652.726,40","663.880.020,49","-37.227.294,09","-5,94"
2025-06,"651.135.544,80","657.799.551,57","-6.664.006,77","-1,02"
2025-07,"650.286.314,40","680.646.613,24","-30.360.298,84","-4,67"
2025-08,"651.215.517,50","683.521.849,38","-32.306.331,88","-4,96"
