Mês,Real,Previsto,Erro,Erro %
2024-09,"66.612.109,90","67.076.126,45","-464.016,55","-0,70"
2024-10,"65.126.313,15","64.616.473,46","509.839,69","0,78"
2024-11,"50.604.379,55","56.326.543,68","-5.722.164,13","-11,31"
2024-12,"61.695.105,07","61.194.012,06","501.093,01","0,81"
2025-01,"179.697.211,60","176.579.659,53","3.117.552,07","1,73"
2025-02,"612.522.243,60","545.504.228,42","67.018.015,18","10,94"
2025-03,"171.166.030,90","183.870.654,19","-12.704.623,29","-7,42"
2025-04,"169.959.255,20","166.496.592,18","3.462.663,02","2,04"
2025-05,"164.956.036,00","159.736.956,39","5.219.079,61","3,16"
2025-06,"160.208.983,90","148.882.105,46","11.326.878,44","7,07"
2025-07,"165.153.706,00","145.605.463,91","19.548.242,09","11,84"
2025-08,"80.041.849,19","84.181.097,18","-4.139.247,99","-5,17"
