Mês,Real,Previsto,Erro,Erro %
2024-09,"23.460.855,34","25.664.552,39","-2.203.697,05","-9,39"
2024-10,"33.263.791,25","26.075.788,88","7.188.002,37","21,61"
2024-11,"23.037.094,05","26.606.430,59","-3.569.336,54","-15,49"
2024-12,"30.011.183,68","28.468.770,29","1.542.413,39","5,14"
2025-01,"21.218.048,04","25.241.882,95","-4.023.834,91","-18,96"
2025-02,"24.576.722,44","22.267.838,36","2.308.884,08","9,39"
2025-03,"24.976.372,46","25.895.268,37","-918.895,91","-3,68"
2025-04,"25.517.203,04","23.786.184,93","1.731.018,11","6,78"
2025-05,"25.160.087,41","25.035.499,39","124.588,02","0,50"
2025-06,"27.215.333,22","25.864.484,79","1.350.848,43","4,96"
2025-07,"28.251.663,10","26.105.383,29","2.146.279,81","7,60"
2025-08,"27.880.702,01","27.512.345,55","368.356,46","1,32"
