Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),259028613.9406645,"259.028.613,94"
MAE (Mean Absolute Error),165857805.28915235,"165.857.805,29"
MAPE (Mean Absolute % Error),23.937208779552844,"23,94"
