Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),347077130.7548849,"347.077.130,75"
MAE (Mean Absolute Error),296383382.75888455,"296.383.382,76"
MAPE (Mean Absolute % Error),127.31322658464153,"127,31"
