Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),218032229.50903636,"218.032.229,51"
MAE (Mean Absolute Error),177157954.55224454,"177.157.954,55"
MAPE (Mean Absolute % Error),8.9561726739942,"8,96"
