Mês,Valores_Previstos
2025-09,"200.747.713,25"
2025-10,"214.865.598,32"
2025-11,"259.930.363,58"
2025-12,"280.054.688,88"
2026-01,"268.704.803,17"
2026-02,"338.624.571,37"
2026-03,"231.654.561,71"
2026-04,"241.593.727,02"
2026-05,"280.302.382,67"
2026-06,"277.699.732,20"
2026-07,"198.472.014,18"
2026-08,"246.798.844,29"
