Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),94967537.33748025,"94.967.537,34"
MAE (Mean Absolute Error),79276365.30334364,"79.276.365,30"
MAPE (Mean Absolute % Error),11.345937393790924,"11,35"
