Mês,Real,Previsto,Erro,Erro %
2024-09,"761.148.147,50","808.377.326,85","-47.229.179,35","-6,20"
2024-10,"810.134.063,30","854.609.225,18","-44.475.161,88","-5,49"
2024-11,"1.040.174.414,00","1.048.309.328,55","-8.134.914,55","-0,78"
2024-12,"1.167.069.849,00","1.123.337.394,83","43.732.454,17","3,75"
2025-01,"1.039.396.517,00","1.099.336.857,79","-59.940.340,79","-5,77"
2025-02,"1.394.195.631,00","1.436.186.228,95","-41.990.597,95","-3,01"
2025-03,"918.254.010,50","958.333.498,69","-40.079.488,19","-4,36"
2025-04,"933.177.251,00","1.019.751.994,55","-86.574.743,55","-9,28"
2025-05,"1.190.330.125,00","1.141.493.181,81","48.836.943,19","4,10"
2025-06,"1.222.367.800,00","1.167.723.555,12","54.644.244,88","4,47"
2025-07,"750.520.110,90","862.533.551,29","-112.013.440,39","-14,92"
2025-08,"990.066.695,80","1.036.089.400,10","-46.022.704,30","-4,65"
