Mês,Real,Previsto,Erro,Erro %
2024-09,"845.250.875,50","927.689.313,98","-82.438.438,48","-9,75"
2024-10,"901.471.680,20","944.159.683,33","-42.688.003,13","-4,74"
2024-11,"1.152.943.055,00","1.027.609.016,42","125.334.038,58","10,87"
2024-12,"1.294.295.406,00","1.049.661.987,94","244.633.418,06","18,90"
2025-01,"1.174.185.973,00","1.052.640.109,83","121.545.863,17","10,35"
2025-02,"1.576.092.471,00","1.054.011.322,54","522.081.148,46","33,13"
2025-03,"1.037.834.327,00","1.017.735.879,92","20.098.447,08","1,94"
2025-04,"1.054.553.569,00","1.038.702.306,46","15.851.262,54","1,50"
2025-05,"1.345.291.801,00","1.056.870.966,13","288.420.834,87","21,44"
2025-06,"1.382.024.186,00","1.038.058.510,35","343.965.675,65","24,89"
2025-07,"848.247.005,20","962.044.370,52","-113.797.365,32","-13,42"
2025-08,"1.119.245.672,00","1.030.554.079,45","88.691.592,55","7,92"
