Mês,Valores_Previstos
2025-09,"3.200.525.901,02"
2025-10,"3.233.262.382,85"
2025-11,"3.243.693.429,65"
2025-12,"3.235.890.223,16"
2026-01,"3.201.537.807,35"
2026-02,"3.204.766.336,62"
2026-03,"3.191.111.490,37"
2026-04,"3.198.438.838,44"
2026-05,"3.202.891.003,68"
2026-06,"3.187.264.558,45"
2026-07,"3.188.261.347,85"
2026-08,"3.199.293.176,36"
