Mês,Real,Previsto,Erro,Erro %
2024-09,"487.692.664,00","515.167.750,01","-27.475.086,01","-5,63"
2024-10,"523.305.656,60","554.782.979,79","-31.477.323,19","-6,02"
2024-11,"661.452.937,80","661.997.048,31","-544.110,51","-0,08"
2024-12,"743.769.410,10","708.659.595,41","35.109.814,69","4,72"
2025-01,"705.017.098,70","703.285.248,16","1.731.850,54","0,25"
2025-02,"937.670.726,30","857.940.852,35","79.729.873,95","8,50"
2025-03,"619.192.890,10","578.160.702,88","41.032.187,22","6,63"
2025-04,"630.331.485,60","616.740.731,15","13.590.754,45","2,16"
2025-05,"803.022.604,80","692.834.587,09","110.188.017,71","13,72"
2025-06,"820.812.385,70","664.546.525,88","156.265.859,82","19,04"
2025-07,"506.161.395,30","508.414.964,46","-2.253.569,16","-0,45"
2025-08,"665.816.190,00","599.203.086,18","66.613.103,82","10,00"
