Mês,Real,Previsto,Erro,Erro %
2024-09,"3.008.023.880,00","3.178.780.091,54","-170.756.211,54","-5,68"
2024-10,"2.709.110.988,00","3.179.936.766,71","-470.825.778,71","-17,38"
2024-11,"3.255.593.384,00","3.190.807.376,02","64.786.007,98","1,99"
2024-12,"4.303.730.204,00","3.195.075.572,09","1.108.654.631,91","25,76"
2025-01,"3.375.802.187,00","3.198.889.309,83","176.912.877,17","5,24"
2025-02,"3.748.405.354,00","3.202.783.533,94","545.621.820,06","14,56"
2025-03,"3.025.352.021,00","3.199.880.343,94","-174.528.322,94","-5,77"
2025-04,"3.147.629.827,00","3.200.899.275,50","-53.269.448,50","-1,69"
2025-05,"3.495.537.821,00","3.185.198.752,89","310.339.068,11","8,88"
2025-06,"3.753.605.902,00","3.187.237.515,91","566.368.386,09","15,09"
2025-07,"3.199.025.883,00","3.187.107.815,31","11.918.067,69","0,37"
2025-08,"4.784.642.537,00","3.189.649.519,71","1.594.993.017,29","33,34"
