Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),86988904.18074913,"86.988.904,18"
MAE (Mean Absolute Error),70374933.76236257,"70.374.933,76"
MAPE (Mean Absolute % Error),6.008700648014735,"6,01"
