Mês,Real,Previsto,Erro,Erro %
2024-09,"1.031.787.917,00","1.010.107.024,43","21.680.892,57","2,10"
2024-10,"983.382.395,20","1.011.870.819,84","-28.488.424,64","-2,90"
2024-11,"1.023.848.669,00","1.018.239.527,14","5.609.141,86","0,55"
2024-12,"1.050.709.275,00","1.018.754.017,22","31.955.257,78","3,04"
2025-01,"1.097.035.817,00","1.032.546.255,89","64.489.561,11","5,88"
2025-02,"916.049.095,90","987.287.326,71","-71.238.230,81","-7,78"
2025-03,"973.749.062,00","988.063.598,16","-14.314.536,16","-1,47"
2025-04,"1.023.778.187,00","1.009.851.060,90","13.927.126,10","1,36"
2025-05,"985.033.294,90","1.005.063.842,18","-20.030.547,28","-2,03"
2025-06,"1.033.722.913,00","1.021.513.332,56","12.209.580,44","1,18"
2025-07,"1.074.398.081,00","1.030.822.317,43","43.575.763,57","4,06"
2025-08,"1.054.376.987,00","1.023.225.400,89","31.151.586,11","2,95"
