Mês,Valores_Previstos
2025-09,"372.900.886,43"
2025-10,"412.858.212,57"
2025-11,"552.211.833,86"
2025-12,"558.176.817,94"
2026-01,"558.549.752,39"
2026-02,"559.462.633,25"
2026-03,"542.989.633,25"
2026-04,"554.906.497,85"
2026-05,"557.577.088,65"
2026-06,"553.107.276,66"
2026-07,"383.116.941,94"
2026-08,"479.729.013,40"
