Mês,Valores_Previstos
2025-09,"1.740.321.055,35"
2025-10,"1.733.960.921,64"
2025-11,"1.882.531.021,10"
2025-12,"2.210.252.969,30"
2026-01,"1.863.469.530,64"
2026-02,"2.026.204.195,94"
2026-03,"1.840.502.863,58"
2026-04,"1.905.936.935,24"
2026-05,"2.077.212.230,43"
2026-06,"2.053.693.434,50"
2026-07,"2.000.014.595,61"
2026-08,"2.051.103.260,36"
