Mês,Real,Previsto,Erro,Erro %
2024-09,"431.708.696,60","535.412.771,29","-103.704.074,69","-24,02"
2024-10,"458.610.835,60","535.923.102,16","-77.312.266,56","-16,86"
2024-11,"591.014.659,60","536.819.146,64","54.195.512,96","9,17"
2024-12,"662.776.518,60","537.368.214,99","125.408.303,61","18,92"
2025-01,"568.472.828,90","537.637.473,71","30.835.355,19","5,42"
2025-02,"745.301.910,90","537.906.516,93","207.395.393,97","27,83"
2025-03,"494.356.608,70","535.708.770,92","-41.352.162,22","-8,36"
2025-04,"504.704.651,00","536.300.105,68","-31.595.454,68","-6,26"
2025-05,"641.617.383,10","536.730.285,69","104.887.097,41","16,35"
2025-06,"650.661.308,30","536.531.300,39","114.130.007,91","17,54"
2025-07,"404.213.742,00","535.413.830,87","-131.200.088,87","-32,46"
2025-08,"529.143.572,40","536.275.223,54","-7.131.651,14","-1,35"
