Mês,Real,Previsto,Erro,Erro %
2024-09,"115.932.252,50","110.740.528,90","5.191.723,60","4,48"
2024-10,"139.091.420,90","119.501.101,80","19.590.319,10","14,08"
2024-11,"115.377.697,90","117.704.674,49","-2.326.976,59","-2,02"
2024-12,"145.487.413,10","170.353.636,52","-24.866.223,42","-17,09"
2025-01,"151.461.125,30","105.746.717,42","45.714.407,88","30,18"
2025-02,"195.133.084,80","121.009.353,75","74.123.731,05","37,99"
2025-03,"144.923.799,90","128.044.210,57","16.879.589,33","11,65"
2025-04,"158.305.657,00","127.456.856,40","30.848.800,60","19,49"
2025-05,"120.997.872,50","140.760.781,09","-19.762.908,59","-16,33"
2025-06,"146.215.898,30","123.422.220,07","22.793.678,23","15,59"
2025-07,"132.882.405,40","150.305.721,37","-17.423.315,97","-13,11"
2025-08,"162.384.294,80","157.417.353,87","4.966.940,93","3,06"
