Mês,Real,Previsto,Erro,Erro %
2024-09,"1.804.426.961,00","1.931.884.943,26","-127.457.982,26","-7,06"
2024-10,"1.760.063.091,00","1.938.112.403,97","-178.049.312,97","-10,12"
2024-11,"1.905.958.088,00","1.948.149.696,36","-42.191.608,36","-2,21"
2024-12,"2.361.768.454,00","1.951.300.746,83","410.467.707,17","17,38"
2025-01,"2.297.281.628,00","1.951.136.551,42","346.145.076,58","15,07"
2025-02,"2.240.636.480,00","1.949.071.308,23","291.565.171,77","13,01"
2025-03,"1.815.434.839,00","1.947.775.675,68","-132.340.836,68","-7,29"
2025-04,"1.898.681.528,00","1.947.592.205,59","-48.910.677,59","-2,58"
2025-05,"2.021.045.966,00","1.949.588.413,94","71.457.552,06","3,54"
2025-06,"2.140.340.163,00","1.949.853.506,43","190.486.656,57","8,90"
2025-07,"1.862.309.922,00","1.948.728.887,54","-86.418.965,54","-4,64"
2025-08,"1.999.908.525,00","1.950.205.138,31","49.703.386,69","2,49"
