Mês,Valores_Previstos
2025-09,"9.115.452.378,86"
2025-10,"8.900.314.113,67"
2025-11,"9.225.845.799,54"
2025-12,"10.226.059.160,38"
2026-01,"9.732.752.579,69"
2026-02,"9.412.395.106,63"
2026-03,"9.453.311.921,71"
2026-04,"9.450.574.104,77"
2026-05,"9.543.754.883,55"
2026-06,"9.540.953.527,33"
2026-07,"9.424.848.862,45"
2026-08,"9.542.638.171,60"
