Mês,Real,Previsto,Erro,Erro %
2024-09,"868.000.020,80","919.243.890,34","-51.243.869,54","-5,90"
2024-10,"929.786.441,50","978.111.339,12","-48.324.897,62","-5,20"
2024-11,"1.179.158.692,00","1.184.143.092,65","-4.984.400,65","-0,42"
2024-12,"1.325.284.292,00","1.275.019.329,88","50.264.962,12","3,79"
2025-01,"1.226.993.623,00","1.289.766.867,47","-62.773.244,47","-5,12"
2025-02,"1.615.524.190,00","1.638.664.695,58","-23.140.505,58","-1,43"
2025-03,"1.070.153.255,00","1.107.751.673,20","-37.598.418,20","-3,51"
2025-04,"1.091.617.324,00","1.176.527.321,06","-84.909.997,06","-7,78"
2025-05,"1.388.616.956,00","1.327.472.311,34","61.144.644,66","4,40"
2025-06,"1.411.516.016,00","1.340.693.377,84","70.822.638,16","5,02"
2025-07,"874.952.929,10","989.880.309,75","-114.927.380,65","-13,14"
2025-08,"1.147.026.527,00","1.185.193.294,07","-38.166.767,07","-3,33"
