Mês,Real,Previsto,Erro,Erro %
2024-09,"2.106.697,52","2.929.522,55","-822.825,03","-39,06"
2024-10,"3.837.149,90","2.753.879,66","1.083.270,24","28,23"
2024-11,"3.619.368,36","2.936.377,09","682.991,27","18,87"
2024-12,"3.741.154,99","3.334.068,17","407.086,82","10,88"
2025-01,"4.377.246,36","2.452.521,78","1.924.724,58","43,97"
2025-02,"3.349.913,01","2.781.588,53","568.324,48","16,97"
2025-03,"2.831.267,56","2.906.871,34","-75.603,78","-2,67"
2025-04,"2.717.261,58","2.880.341,90","-163.080,32","-6,00"
2025-05,"2.456.239,23","2.973.776,38","-517.537,15","-21,07"
2025-06,"3.307.587,84","4.222.785,97","-915.198,13","-27,67"
2025-07,"2.996.630,21","3.007.122,41","-10.492,20","-0,35"
2025-08,"3.143.230,82","3.223.726,55","-80.495,73","-2,56"
