Mês,Real,Previsto,Erro,Erro %
2024-09,"1.293.674.235,00","1.345.000.115,83","-51.325.880,83","-3,97"
2024-10,"1.406.169.724,00","1.404.640.945,24","1.528.778,76","0,11"
2024-11,"1.522.316.362,00","1.470.056.023,87","52.260.338,13","3,43"
2024-12,"1.775.374.970,00","1.663.421.922,04","111.953.047,96","6,31"
2025-01,"1.567.006.840,00","1.445.091.366,07","121.915.473,93","7,78"
2025-02,"1.827.906.688,00","1.532.226.137,51","295.680.550,49","16,18"
2025-03,"1.342.075.355,00","1.412.089.321,45","-70.013.966,45","-5,22"
2025-04,"1.577.548.994,00","1.418.892.963,22","158.656.030,78","10,06"
2025-05,"1.599.106.975,00","1.538.438.635,94","60.668.339,06","3,79"
2025-06,"1.669.965.046,00","1.491.319.237,22","178.645.808,78","10,70"
2025-07,"1.384.058.341,00","1.458.496.575,97","-74.438.234,97","-5,38"
2025-08,"1.684.580.573,00","1.514.802.310,06","169.778.262,94","10,08"
