Mês,Real,Previsto,Erro,Erro %
2024-09,"2.321.127.508,00","2.225.598.266,58","95.529.241,42","4,12"
2024-10,"2.294.997.506,00","2.214.928.780,99","80.068.725,01","3,49"
2024-11,"2.278.118.919,00","2.282.598.707,07","-4.479.788,07","-0,20"
2024-12,"2.330.125.914,00","2.316.615.651,95","13.510.262,05","0,58"
2025-01,"2.577.206.946,00","2.331.730.956,15","245.475.989,85","9,52"
2025-02,"1.999.040.831,00","2.133.968.557,72","-134.927.726,72","-6,75"
2025-03,"2.065.837.378,00","2.190.849.428,18","-125.012.050,18","-6,05"
2025-04,"2.230.912.823,00","2.266.114.998,56","-35.202.175,56","-1,58"
2025-05,"2.130.531.197,00","2.211.902.315,11","-81.371.118,11","-3,82"
2025-06,"2.283.172.492,00","2.266.346.232,54","16.826.259,46","0,74"
2025-07,"2.168.861.158,00","2.291.738.351,88","-122.877.193,88","-5,67"
2025-08,"2.205.671.826,00","2.344.830.286,01","-139.158.460,01","-6,31"
