Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),69575226.95392177,"69.575.226,95"
MAE (Mean Absolute Error),59414297.54482478,"59.414.297,54"
MAPE (Mean Absolute % Error),13.253396769719497,"13,25"
