Mês,Real,Previsto,Erro,Erro %
2024-09,"377.795.975,00","311.789.048,28","66.006.926,72","17,47"
2024-10,"360.652.472,70","359.837.090,36","815.382,34","0,23"
2024-11,"182.023.025,80","190.727.925,64","-8.704.899,84","-4,78"
2024-12,"136.577.007,20","146.064.632,77","-9.487.625,57","-6,95"
2025-01,"367.939.065,00","357.304.443,77","10.634.621,23","2,89"
2025-02,"385.683.274,90","364.018.703,13","21.664.571,77","5,62"
2025-03,"440.580.704,70","392.638.359,20","47.942.345,50","10,88"
2025-04,"441.575.325,40","465.473.142,14","-23.897.816,74","-5,41"
2025-05,"408.306.469,60","424.233.701,21","-15.927.231,61","-3,90"
2025-06,"460.993.754,30","393.162.128,45","67.831.625,85","14,71"
2025-07,"450.274.200,30","457.094.946,46","-6.820.746,16","-1,51"
2025-08,"378.645.833,80","405.265.317,09","-26.619.483,29","-7,03"
