Mês,Real,Previsto,Erro,Erro %
2024-09,"223.360.987,80","224.566.244,30","-1.205.256,50","-0,54"
2024-10,"228.040.211,40","225.742.354,20","2.297.857,20","1,01"
2024-11,"244.689.798,40","229.089.078,25","15.600.720,15","6,38"
2024-12,"450.542.789,20","307.259.773,03","143.283.016,17","31,80"
2025-01,"242.714.846,90","226.981.134,50","15.733.712,40","6,48"
2025-02,"244.793.856,80","227.146.593,12","17.647.263,68","7,21"
2025-03,"249.173.607,40","222.945.745,55","26.227.861,85","10,53"
2025-04,"249.453.651,90","232.491.784,93","16.961.866,97","6,80"
2025-05,"260.060.042,70","232.858.677,52","27.201.365,18","10,46"
2025-06,"264.111.025,10","239.624.173,19","24.486.851,91","9,27"
2025-07,"286.742.514,70","242.135.723,94","44.606.790,76","15,56"
2025-08,"262.502.442,10","236.127.076,94","26.375.365,16","10,05"
