Mês,Valores_Previstos
2025-09,"12.361.389,19"
2025-10,"9.682.394,97"
2025-11,"9.154.865,11"
2025-12,"9.290.553,45"
2026-01,"10.671.499,50"
2026-02,"11.652.008,42"
2026-03,"26.210.369,24"
2026-04,"11.714.138,06"
2026-05,"12.114.853,98"
2026-06,"12.253.750,52"
2026-07,"13.245.936,38"
2026-08,"14.815.668,32"
