Mês,Real,Previsto,Erro,Erro %
2024-09,"853.161.542,20","782.909.154,71","70.252.387,49","8,23"
2024-10,"747.769.578,70","834.644.102,86","-86.874.524,16","-11,62"
2024-11,"904.162.980,40","896.805.747,77","7.357.232,63","0,81"
2024-12,"1.021.939.294,00","1.033.811.786,47","-11.872.492,47","-1,16"
2025-01,"863.121.277,70","854.107.925,89","9.013.351,81","1,04"
2025-02,"1.130.095.782,00","995.719.292,85","134.376.489,15","11,89"
2025-03,"808.806.437,90","825.271.729,23","-16.465.291,33","-2,04"
2025-04,"862.952.684,10","886.509.907,74","-23.557.223,64","-2,73"
2025-05,"927.192.125,50","883.072.921,59","44.119.203,91","4,76"
2025-06,"1.374.658.520,00","916.936.200,44","457.722.319,56","33,30"
2025-07,"534.243.821,10","814.766.614,18","-280.522.793,08","-52,51"
2025-08,"947.794.697,00","906.489.777,79","41.304.919,21","4,36"
