Mês,Real,Previsto,Erro,Erro %
2024-09,"302.159.945,50","297.355.168,33","4.804.777,17","1,59"
2024-10,"305.972.076,70","297.403.491,43","8.568.585,27","2,80"
2024-11,"297.170.171,40","297.487.494,09","-317.322,69","-0,11"
2024-12,"556.762.388,30","297.518.235,24","259.244.153,06","46,56"
2025-01,"306.037.519,30","297.097.428,60","8.940.090,70","2,92"
2025-02,"321.382.380,60","297.075.473,48","24.306.907,12","7,56"
2025-03,"332.460.882,10","297.080.144,15","35.380.737,95","10,64"
2025-04,"332.646.023,50","297.093.590,92","35.552.432,58","10,69"
2025-05,"335.483.427,60","297.102.198,44","38.381.229,16","11,44"
2025-06,"331.738.494,30","297.227.215,74","34.511.278,56","10,40"
2025-07,"325.416.729,20","297.055.878,47","28.360.850,73","8,72"
2025-08,"323.007.201,20","297.065.428,06","25.941.773,14","8,03"
